combattant,date_debut,age_debut,taille_cm,allonge_cm,poids_kg,garde,categorie_debut,cote_debut,adv1,adv1_combats_avant,adv1_pagerank,resultat_debut,methode_debut,nb_combats_total,date_dernier_combat,annee_debut,debut_propre,n_premiers,victoires_3premiers,adv3_combats_moy,adv3_pagerank_moy,adv3_nouveaux,ko_tko_3premiers,soumissions_3premiers,victoires_adv_central_3premiers,frappes_sig_moy_apres3,precision_frappes_apres3,takedowns_moy_apres3,precision_td_apres3,soumissions_tent_moy_apres3,ratio_allonge_taille,au_moins_3_combats,Y_8_combats_plus,dans_cohorte
Cody East,2016-04-23,27,190.5,187.96,111.1,Orthodox,Heavyweight,-185.0,Walt Harris,3,0.2433,D,KO/TKO,2,2016-10-01,2016,1,2,,,,,,,,,,,,,0.987,0,0,1
Josh Emmett,2016-05-08,31,167.64,177.8,65.8,Orthodox,Lightweight,-110.0,Jon Tuck,5,0.7979,V,S-DEC,17,2026-03-14,2016,1,3,2.0,2.6667,0.5724,1.0,0.0,0.0,0.0,60.6667,0.39,2.6667,0.22,0.3333,1.061,1,1,1
Cris Cyborg,2016-05-14,30,172.72,172.72,65.8,Orthodox,Catch Weight,-1500.0,Leslie Smith,4,,V,,2,2016-09-24,2016,1,2,,,,,,,,,,,,,1.0,0,0,1
Leslie Smith,2016-05-14,33,175.26,167.64,61.2,Orthodox,Catch Weight,1200.0,Cris Cyborg,0,,D,,1,2016-05-14,2016,0,1,,,,,,,,,,,,,0.957,0,0,0
Jordan Rinaldi,2016-05-29,28,177.8,182.88,65.8,Orthodox,Lightweight,260.0,Abel Trujillo,8,1.6039,D,U-DEC,5,2019-03-16,2016,1,3,1.0,4.3333,0.9011,0.0,1.0,0.0,0.0,10.3333,0.413,0.6667,0.093,0.6667,1.029,1,0,1
Alberto Uda,2016-05-29,31,190.5,195.58,83.9,Orthodox,Middleweight,-130.0,Jake Collier,3,0.5381,D,KO/TKO,2,2016-08-20,2016,1,2,,,,,,,,,,,,,1.027,0,0,1
Adam Milstead,2016-05-29,28,190.5,193.04,93.0,Orthodox,Heavyweight,-290.0,Chris de la Rocha,1,0.2433,V,KO/TKO,3,2018-12-15,2016,1,3,1.0,1.3333,0.3227,0.0,2.0,0.0,0.0,,,,,,1.013,1,0,1
Henrique da Silva,2016-06-04,26,190.5,193.04,93.0,Orthodox,Light Heavyweight,145.0,Jonathan Wilson,1,0.3879,V,KO/TKO,6,2017-09-22,2016,1,3,2.0,0.3333,0.3879,2.0,1.0,2.0,0.0,47.0,0.607,0.3333,0.11,0.3333,1.013,1,0,1
Ion Cutelaba,2016-06-18,22,185.42,190.5,93.0,Southpaw,Light Heavyweight,180.0,Misha Cirkunov,2,0.4502,D,SUB,19,2026-03-14,2016,1,3,1.0,2.0,0.3605,0.0,0.0,1.0,0.0,52.6667,0.273,2.0,0.283,0.0,1.027,1,1,1
Jonathan Meunier,2016-06-18,28,190.5,190.5,77.1,Switch,Welterweight,195.0,Colby Covington,4,1.4522,D,SUB,2,2016-11-26,2016,1,2,,,,,,,,,,,,,1.0,0,0,1
Belal Muhammad,2016-07-07,27,180.34,182.88,77.1,Orthodox,Welterweight,125.0,Alan Jouban,6,0.9499,D,U-DEC,20,2025-11-22,2016,1,3,1.0,4.0,0.5478,0.0,2.0,0.0,0.0,48.6667,0.373,1.6667,0.333,0.0,1.014,1,1,1
Andrew Sanchez,2016-07-08,28,185.42,187.96,83.9,Orthodox,Light Heavyweight,-160.0,Khalil Rountree Jr.,0,,V,U-DEC,10,2021-10-16,2016,1,3,2.0,3.6667,0.5084,1.0,1.0,0.0,0.0,56.0,0.56,3.3333,0.3,0.0,1.014,1,1,1
Khalil Rountree Jr.,2016-07-08,26,185.42,193.04,93.0,Southpaw,Light Heavyweight,140.0,Andrew Sanchez,0,,D,U-DEC,17,2025-10-04,2016,1,3,1.0,0.3333,0.2139,2.0,1.0,1.0,0.0,6.6667,0.643,0.0,0.0,0.0,1.041,1,1,1
Will Brooks,2016-07-08,29,177.8,182.88,70.3,Orthodox,Lightweight,-365.0,Ross Pearson,19,2.0917,V,U-DEC,4,2017-11-18,2016,1,3,1.0,14.0,2.1159,0.0,1.0,1.0,1.0,33.3333,0.757,1.6667,0.22,0.0,1.029,1,0,1
Cory Hendricks,2016-07-08,28,190.5,196.0,93.0,Orthodox,Light Heavyweight,-145.0,Josh Stansbury,0,,D,M-DEC,1,2016-07-08,2016,1,1,,,,,,,,,,,,,1.029,0,0,1
Josh Stansbury,2016-07-08,31,187.96,187.96,93.0,Orthodox,Light Heavyweight,125.0,Cory Hendricks,0,,V,M-DEC,3,2017-06-25,2016,1,3,1.0,0.6667,,1.0,1.0,0.0,0.0,,,,,,1.0,1,0,1
Lando Vannata,2016-07-13,24,175.26,180.34,70.3,Orthodox,Lightweight,550.0,Tony Ferguson,11,4.2194,D,SUB,11,2023-04-15,2016,1,3,1.0,8.3333,2.1438,0.0,1.0,1.0,1.0,57.5,0.41,1.25,0.45,0.25,1.029,1,1,1
Eric Spicely,2016-07-13,29,185.42,185.42,83.9,Orthodox,Middleweight,235.0,Sam Alvey,6,2.1067,D,SUB,6,2019-06-22,2016,1,3,2.0,5.3333,1.3091,0.0,0.0,3.0,1.0,4.3333,0.573,0.6667,0.277,0.6667,1.0,1,0,1
Matthew Lopez,2016-07-13,29,170.18,175.26,61.2,Southpaw,Bantamweight,-170.0,Rani Yahya,9,1.1536,D,SUB,6,2018-12-08,2016,1,3,2.0,6.6667,0.8241,0.0,1.0,1.0,0.0,29.0,0.57,2.3333,0.943,1.0,1.03,1,0,1
Devin Clark,2016-07-13,26,182.88,190.5,93.0,Orthodox,Middleweight,-220.0,Alex Nicholson,1,,D,KO/TKO,17,2024-02-10,2016,1,3,2.0,2.0,0.564,0.0,1.0,0.0,0.0,43.0,0.597,2.0,0.577,0.3333,1.042,1,1,1
Bojan Mihajlovic,2016-07-23,36,180.34,185.42,93.0,Orthodox,Heavyweight,450.0,Francis Ngannou,2,0.4502,D,KO/TKO,3,2017-09-02,2016,1,3,0.0,1.0,0.3321,1.0,3.0,0.0,0.0,,,,,,1.028,1,0,1
JC Cottrell,2016-07-23,26,175.26,180.34,70.3,Orthodox,Lightweight,180.0,Michel Prazeres,5,1.675,D,U-DEC,2,2017-01-28,2016,1,2,,,,,,,,,,,,,1.029,0,0,1
Dmitrii Smoliakov,2016-07-23,33,187.96,187.96,114.8,Switch,Heavyweight,-125.0,Luis Henrique,1,0.2433,D,SUB,3,2019-04-27,2016,1,3,0.0,1.0,0.2286,0.0,2.0,1.0,0.0,,,,,,1.0,1,0,1
Hector Sandoval,2016-07-30,30,157.48,162.56,56.7,Orthodox,Flyweight,300.0,Wilson Reis,6,0.6203,D,SUB,4,2017-08-05,2016,1,3,2.0,3.3333,0.4773,0.0,1.0,1.0,0.0,23.3333,0.503,1.6667,0.177,0.6667,1.032,1,0,1
Joe Gigliotti,2016-08-06,22,180.34,175.26,83.9,Orthodox,Middleweight,-130.0,Trevor Smith,6,0.6211,D,,2,2016-12-09,2016,1,2,,,,,,,,,,,,,0.972,0,0,1
Jason Novelli,2016-08-06,37,182.88,190.5,70.3,Orthodox,Lightweight,120.0,David Teymur,1,,D,KO/TKO,2,2016-11-05,2016,1,2,,,,,,,,,,,,,1.042,0,0,1
Chase Sherman,2016-08-06,26,193.04,198.12,113.4,Orthodox,Heavyweight,100.0,Justin Ledet,0,,D,U-DEC,15,2023-05-13,2016,1,3,1.0,1.6667,0.3048,2.0,2.0,0.0,0.0,60.6667,0.367,0.0,0.0,0.0,1.026,1,1,1
Justin Ledet,2016-08-06,27,193.04,203.2,93.0,Orthodox,Heavyweight,-120.0,Chase Sherman,0,,V,U-DEC,7,2020-10-31,2016,1,3,3.0,0.0,,3.0,0.0,1.0,0.0,50.6667,0.347,0.3333,0.333,0.3333,1.053,1,0,1
Mike Perry,2016-08-20,24,177.8,180.34,77.1,Orthodox,Welterweight,235.0,Hyun Gyu Lim,5,0.9354,V,KO/TKO,15,2021-04-10,2016,1,3,2.0,4.6667,0.7785,0.0,2.0,0.0,0.0,52.6667,0.483,0.0,0.0,0.0,1.014,1,1,1
Sabah Homasi,2016-08-20,27,182.88,182.88,77.1,Orthodox,Welterweight,335.0,Tim Means,11,1.6957,D,KO/TKO,3,2018-01-20,2016,1,3,0.0,5.3333,0.823,0.0,3.0,0.0,0.0,,,,,,1.0,1,0,1
Chris Avila,2016-08-20,23,177.8,182.88,65.8,Orthodox,Featherweight,120.0,Artem Lobov,2,0.2433,D,U-DEC,2,2016-11-05,2016,1,2,,,,,,,,,,,,,1.029,0,0,1
Max Griffin,2016-08-20,30,180.34,193.04,77.1,Orthodox,Welterweight,335.0,Colby Covington,5,1.4522,D,KO/TKO,18,2025-07-12,2016,1,3,1.0,3.6667,0.9238,0.0,2.0,0.0,0.0,26.3333,0.417,0.0,0.0,0.3333,1.07,1,1,1
Marvin Vettori,2016-08-20,22,182.88,187.96,83.9,Southpaw,Middleweight,-165.0,Alberto Uda,1,,V,SUB,17,2025-12-06,2016,1,3,2.0,4.0,0.9646,0.0,0.0,1.0,0.0,43.5,0.485,1.25,0.605,1.0,1.028,1,1,1
Felipe Silva,2016-08-27,32,182.88,195.58,70.3,Orthodox,Lightweight,140.0,Shane Campbell,4,0.5181,V,KO/TKO,3,2018-05-19,2016,1,3,1.0,3.6667,0.9245,0.0,2.0,1.0,0.0,,,,,,1.069,1,0,1
Jeremy Kennedy,2016-08-27,23,180.34,180.34,65.8,Orthodox,Lightweight,-145.0,Alessandro Ricci,0,,V,,4,2018-02-10,2016,1,3,3.0,3.3333,0.8121,1.0,0.0,0.0,1.0,38.0,0.477,7.0,0.6,0.0,1.0,1,0,1
Alessandro Ricci,2016-08-27,34,180.34,175.26,70.3,Orthodox,Lightweight,125.0,Jeremy Kennedy,0,,D,,2,2017-02-19,2016,1,2,,,,,,,,,,,,,0.972,0,0,1
Jessin Ayari,2016-09-03,24,182.88,185.42,70.3,Orthodox,Welterweight,110.0,Jimmy Wallhead,0,,V,,4,2020-10-03,2016,1,3,1.0,3.3333,0.6474,1.0,0.0,0.0,0.0,3.58,0.38,0.0,0.0,0.3,1.014,1,0,1
Jimmy Wallhead,2016-09-03,32,177.8,185.42,77.1,Orthodox,Welterweight,-130.0,Jessin Ayari,0,,D,,2,2017-06-03,2016,1,2,,,,,,,,,,,,,1.043,0,0,1
Jack Hermansson,2016-09-03,28,185.42,195.58,83.9,Orthodox,Middleweight,-115.0,Scott Askham,4,0.3468,V,U-DEC,19,2025-11-22,2016,1,3,2.0,5.3333,1.4315,0.0,1.0,1.0,0.0,41.6667,0.543,0.6667,0.387,0.0,1.055,1,1,1
CM Punk,2016-09-10,37,185.42,185.42,77.1,Orthodox,Welterweight,345.0,Mickey Gall,1,,D,SUB,2,2018-06-09,2016,1,2,,,,,,,,,,,,,1.0,0,0,1
Michael McBride,2016-09-10,30,185.42,190.5,70.3,Orthodox,Lightweight,425.0,Nik Lentz,16,2.2966,D,KO/TKO,2,2017-04-22,2016,1,2,,,,,,,,,,,,,1.027,0,0,1
Jason Gonzalez,2016-09-10,26,187.96,187.96,70.3,Southpaw,Lightweight,130.0,Drew Dober,6,0.4528,D,KO/TKO,4,2019-04-27,2016,1,3,1.0,3.0,0.3368,0.0,1.0,2.0,0.0,12.0,0.353,0.0,0.0,0.3333,1.0,1,0,1
Rick Glenn,2016-09-17,27,182.88,177.8,65.8,Southpaw,Lightweight,280.0,Evan Dunham,16,2.7442,D,U-DEC,6,2018-11-30,2016,1,3,2.0,7.6667,1.5527,0.0,0.0,0.0,0.0,84.0,0.47,1.3333,0.19,0.3333,0.972,1,0,1
Lina Lansberg,2016-09-24,34,170.18,165.1,61.2,Orthodox,Catch Weight,650.0,Cris Cyborg,1,,D,,1,2016-09-24,2016,1,1,,,,,,,,,,,,,0.97,0,0,1
Luan Chagas,2016-09-24,23,182.88,190.5,77.1,Orthodox,Welterweight,-150.0,Erick Silva,12,1.1158,D,SUB,3,2018-04-21,2016,0,3,1.0,6.0,0.6691,0.0,1.0,1.0,0.0,,,,,,1.042,1,0,0
Gregor Gillespie,2016-09-24,29,170.18,180.34,70.3,Orthodox,Lightweight,120.0,Glaico Franca,2,0.4502,V,,8,2021-05-08,2016,1,3,3.0,2.3333,0.5694,0.0,1.0,1.0,1.0,23.0,0.487,3.0,0.307,0.3333,1.06,1,1,1
Zak Ottow,2016-10-01,29,180.34,182.88,77.1,Orthodox,Welterweight,220.0,Joshua Burkman,15,0.2433,V,S-DEC,8,2019-03-09,2016,1,3,2.0,8.3333,1.0243,0.0,0.0,0.0,0.0,48.6667,0.407,0.6667,0.22,0.3333,1.014,1,1,1
Brandon Moreno,2016-10-01,22,170.18,177.8,56.7,Orthodox,Flyweight,450.0,Louis Smolka,6,1.0695,V,SUB,18,2026-02-28,2016,1,3,3.0,6.3333,0.9698,0.0,0.0,2.0,2.0,28.6667,0.47,2.0,0.46,1.3333,1.045,1,1,1
Joachim Christensen,2016-10-01,37,190.5,193.04,93.0,Orthodox,Light Heavyweight,115.0,Henrique da Silva,1,,D,SUB,3,2017-05-13,2016,1,3,1.0,1.0,0.3488,0.0,1.0,2.0,0.0,,,,,,1.013,1,0,1
Marc Diakiese,2016-10-08,23,177.8,185.42,70.3,Orthodox,Lightweight,-290.0,Lukasz Sajewski,2,0.2433,V,KO/TKO,14,2023-11-04,2016,1,3,3.0,2.0,0.2997,0.0,2.0,0.0,0.0,21.0,0.507,2.3333,0.487,0.0,1.043,1,1,1
Marcin Held,2016-11-05,24,175.26,180.34,70.3,Orthodox,Lightweight,-300.0,Diego Sanchez,24,1.2227,D,U-DEC,4,2017-10-21,2016,1,3,0.0,15.6667,1.7725,0.0,1.0,0.0,0.0,28.0,0.37,3.0,0.667,0.6667,1.029,1,0,1
Martin Bravo,2016-11-05,23,172.72,180.34,65.8,Southpaw,Lightweight,-105.0,Claudio Puelles,0,,V,KO/TKO,4,2019-09-21,2016,1,3,1.0,6.0,1.5409,2.0,2.0,0.0,0.0,7.66,0.39,2.6,0.35,0.0,1.044,1,0,1
Claudio Puelles,2016-11-05,20,180.34,182.88,70.3,Southpaw,Lightweight,-115.0,Martin Bravo,0,,D,KO/TKO,8,2025-09-13,2016,1,3,2.0,1.3333,0.3397,1.0,1.0,1.0,0.0,1.56,0.49,3.17,0.36,1.2,1.014,1,1,1
Albert Morales,2016-11-19,25,175.26,182.88,61.2,Orthodox,Bantamweight,250.0,Thomas Almeida,5,0.7736,D,KO/TKO,5,2018-02-24,2016,0,3,1.0,2.0,0.5847,1.0,1.0,0.0,0.0,45.25,0.31,0.5,0.208,0.0,1.043,1,0,0
Gadzhimurad Antigulov,2016-11-19,29,180.34,177.8,93.0,Orthodox,Light Heavyweight,145.0,Marcos Rogerio de Lima,4,0.4832,V,SUB,6,2020-10-17,2016,1,3,2.0,3.3333,0.3551,0.0,1.0,2.0,0.0,4.6667,0.387,1.6667,0.79,0.6667,0.986,1,0,1
Christian Colombo,2016-11-19,36,195.58,203.2,120.2,Orthodox,Heavyweight,245.0,Luis Henrique,2,0.2433,D,SUB,2,2017-10-28,2016,0,2,,,,,,,,,,,,,1.039,0,0,0
Alexander Volkov,2016-11-19,28,200.66,203.2,113.4,Orthodox,Heavyweight,130.0,Tim Johnson,3,0.4502,V,,17,2025-10-25,2016,1,3,3.0,13.0,3.2173,0.0,1.0,0.0,2.0,100.6667,0.577,1.0,0.5,0.0,1.013,1,1,1
Jack Marshman,2016-11-19,26,182.88,185.42,83.9,Orthodox,Middleweight,210.0,Magnus Cedenblad,5,1.1412,V,KO/TKO,8,2020-10-31,2016,1,3,2.0,5.3333,1.3706,0.0,2.0,0.0,1.0,41.0,0.31,0.0,0.0,0.0,1.014,1,1,1
Mark Godbeer,2016-11-19,32,193.04,195.58,108.9,Orthodox,Heavyweight,130.0,Justin Ledet,1,,D,SUB,4,2018-03-17,2016,1,3,2.0,3.0,0.3048,1.0,0.0,1.0,0.0,33.3333,0.4,0.0,0.0,0.0,1.013,1,0,1
Brett Johns,2016-11-19,24,170.18,180.34,61.2,Orthodox,Bantamweight,-220.0,Kwan Ho Kwak,0,,V,U-DEC,7,2020-07-18,2016,1,3,3.0,3.0,0.8316,1.0,0.0,1.0,1.0,35.3333,0.417,4.6667,0.443,0.6667,1.06,1,0,1
Kwan Ho Kwak,2016-11-19,27,165.1,177.8,61.2,Switch,Bantamweight,180.0,Brett Johns,0,,D,U-DEC,2,2017-06-17,2016,1,2,,,,,,,,,,,,,1.077,0,0,1
Charlie Ward,2016-11-19,35,180.34,185.42,77.1,Orthodox,Welterweight,270.0,Abdul Razak Alhassan,0,,D,KO/TKO,2,2017-07-16,2016,1,2,,,,,,,,,,,,,1.028,0,0,1
Abdul Razak Alhassan,2016-11-19,31,177.8,185.42,77.1,Orthodox,Welterweight,-330.0,Charlie Ward,0,,V,KO/TKO,13,2025-01-11,2016,1,3,2.0,2.6667,0.8093,1.0,2.0,0.0,0.0,27.3333,0.47,0.3333,0.11,0.0,1.043,1,1,1
Alexander Volkanovski,2016-11-26,28,167.64,180.34,65.8,Orthodox,Lightweight,-155.0,Yusuke Kasuya,1,0.2433,V,KO/TKO,18,2026-01-31,2016,1,3,3.0,1.6667,0.2776,1.0,1.0,0.0,0.0,68.3333,0.62,4.0,0.64,0.0,1.076,1,1,1
Tyson Pedro,2016-11-26,25,190.5,200.66,93.0,Orthodox,Light Heavyweight,-115.0,Khalil Rountree Jr.,1,,V,SUB,11,2024-03-02,2016,1,3,2.0,3.3333,0.7888,0.0,1.0,1.0,0.0,19.3333,0.597,0.6667,0.333,0.3333,1.053,1,1,1
Jenel Lausa,2016-11-26,28,165.1,172.72,56.7,Orthodox,Flyweight,-135.0,Yao Zhikui,3,0.3468,V,U-DEC,4,2018-06-23,2016,1,3,1.0,1.6667,0.3468,1.0,0.0,0.0,0.0,23.6667,0.33,0.6667,0.5,1.0,1.046,1,0,1
Matt Schnell,2016-12-03,26,172.72,177.8,61.2,Orthodox,Bantamweight,230.0,Rob Font,3,0.3704,D,KO/TKO,16,2025-11-08,2016,1,3,1.0,3.0,0.6266,0.0,2.0,0.0,1.0,22.6667,0.363,0.3333,0.333,0.6667,1.029,1,1,1
Saparbeg Safarov,2016-12-09,30,185.42,198.12,93.0,Orthodox,Light Heavyweight,165.0,Gian Villante,8,1.5209,D,KO/TKO,4,2020-03-07,2016,1,3,1.0,3.6667,1.0115,1.0,1.0,1.0,0.0,4.29,0.48,2.8,0.41,0.0,1.068,1,0,1
Brian Camozzi,2016-12-09,25,187.96,198.12,77.1,Orthodox,Welterweight,130.0,Randy Brown,3,,D,KO/TKO,3,2018-02-18,2016,1,3,0.0,3.0,1.6853,1.0,2.0,1.0,0.0,,,,,,1.054,1,0,1
Gerald Meerschaert,2016-12-09,28,185.42,195.58,83.9,Southpaw,Middleweight,-200.0,Joe Gigliotti,1,,V,,25,2025-11-15,2016,1,3,2.0,4.0,1.4853,0.0,1.0,1.0,0.0,10.6667,0.473,1.0,0.123,0.6667,1.055,1,1,1
Shane Burgos,2016-12-09,25,180.34,190.5,65.8,Orthodox,Featherweight,-190.0,Tiago Trator,3,0.4624,V,,11,2022-07-16,2016,1,3,3.0,5.3333,0.829,0.0,1.0,0.0,1.0,84.0,0.45,0.6667,0.667,0.0,1.056,1,1,1
Keith Berish,2016-12-09,31,182.88,185.42,93.0,Orthodox,Middleweight,130.0,Ryan Janes,0,,D,U-DEC,1,2016-12-09,2016,0,1,,,,,,,,,,,,,1.014,0,0,0
Ryan Janes,2016-12-09,35,190.5,193.04,83.9,Orthodox,Middleweight,-150.0,Keith Berish,1,,V,U-DEC,4,2017-12-01,2016,1,3,1.0,1.3333,0.6738,0.0,0.0,1.0,0.0,56.0,0.393,0.3333,0.333,0.0,1.013,1,0,1
Emil Meek,2016-12-10,28,180.34,187.96,77.1,Switch,Welterweight,150.0,Jordan Mein,5,1.2163,V,U-DEC,4,2020-02-22,2016,1,3,1.0,4.3333,2.3855,0.0,0.0,0.0,1.0,2.24,0.38,0.33,0.5,1.3,1.042,1,0,1
Paul Craig,2016-12-17,29,190.5,193.04,93.0,Orthodox,Light Heavyweight,190.0,Henrique da Silva,2,,V,SUB,20,2025-09-06,2016,1,3,1.0,2.0,0.2594,0.0,2.0,1.0,0.0,20.0,0.57,0.3333,0.167,1.0,1.013,1,1,1
Niko Price,2016-12-30,27,182.88,193.04,77.1,Orthodox,Welterweight,135.0,Brandon Thatch,5,0.448,V,SUB,19,2026-03-28,2016,1,3,2.0,6.6667,1.0248,0.0,1.0,2.0,1.0,16.0,0.333,0.25,0.063,0.5,1.056,1,1,1
Devin Powell,2017-01-15,28,182.88,185.42,70.3,Orthodox,Lightweight,260.0,Drakkar Klose,0,,D,U-DEC,4,2018-11-17,2017,1,3,1.0,1.3333,0.2957,1.0,0.0,0.0,0.0,25.6667,0.423,0.0,0.0,0.6667,1.014,1,0,1
Drakkar Klose,2017-01-15,28,175.26,177.8,70.3,Orthodox,Lightweight,-320.0,Devin Powell,0,,V,U-DEC,12,2025-08-16,2017,1,3,2.0,2.3333,0.4583,1.0,0.0,0.0,0.0,54.0,0.52,1.6667,0.51,0.0,1.014,1,1,1
Bobby Nash,2017-01-28,26,182.88,187.96,77.1,Orthodox,Welterweight,110.0,Li Jingliang,5,0.5079,D,,3,2017-11-25,2017,1,3,0.0,2.6667,0.5388,1.0,1.0,0.0,0.0,,,,,,1.028,1,0,1
Jordan Johnson,2017-01-28,28,187.96,200.66,93.0,Orthodox,Light Heavyweight,-190.0,Henrique da Silva,3,0.5227,V,U-DEC,4,2018-09-15,2017,1,3,3.0,2.0,0.4067,0.0,0.0,0.0,0.0,46.6667,0.477,2.6667,0.437,0.6667,1.068,1,0,1
Jeremy Kimball,2017-01-28,26,182.88,182.88,93.0,Switch,Light Heavyweight,110.0,Marcos Rogerio de Lima,5,0.6349,D,KO/TKO,4,2018-07-22,2017,1,3,1.0,2.3333,0.5153,1.0,2.0,1.0,0.0,8.6667,0.543,0.3333,0.083,0.0,1.0,1,0,1
Alexandre Pantoja,2017-01-28,26,165.1,170.18,56.7,Orthodox,Flyweight,100.0,Eric Shelton,0,,V,S-DEC,18,2025-12-06,2017,1,3,2.0,5.6667,0.9773,1.0,0.0,1.0,0.0,58.3333,0.423,1.0,0.777,1.6667,1.031,1,1,1
Eric Shelton,2017-01-28,25,167.64,172.72,56.7,Orthodox,Flyweight,-120.0,Alexandre Pantoja,0,,D,S-DEC,6,2019-03-23,2017,1,3,1.0,0.6667,0.3003,2.0,0.0,0.0,0.0,49.6667,0.477,3.3333,0.513,0.3333,1.03,1,0,1
Volkan Oezdemir,2017-02-04,27,187.96,190.5,93.0,Orthodox,Light Heavyweight,335.0,Ovince Saint Preux,11,1.6096,V,S-DEC,16,2025-11-22,2017,1,3,3.0,7.6667,1.3045,0.0,2.0,0.0,3.0,33.0,0.597,0.0,0.0,0.0,1.014,1,1,1
Marcel Fortuna,2017-02-04,31,185.42,187.96,93.0,Orthodox,Heavyweight,230.0,Anthony Hamilton,7,0.9066,V,KO/TKO,3,2017-11-11,2017,1,3,1.0,4.3333,0.7353,0.0,1.0,0.0,0.0,,,,,,1.014,1,0,1
Ricardo Ramos,2017-02-04,21,175.26,182.88,61.2,Orthodox,Bantamweight,105.0,Michinori Tanaka,4,0.8124,V,U-DEC,15,2025-10-11,2017,1,3,3.0,3.3333,0.6879,0.0,1.0,0.0,0.0,47.0,0.437,1.3333,0.367,0.6667,1.043,1,1,1
Gavin Tucker,2017-02-19,30,167.64,167.64,65.8,Southpaw,Featherweight,-160.0,Sam Sicilia,11,1.1672,V,U-DEC,7,2023-08-05,2017,1,3,2.0,4.6667,0.6905,0.0,0.0,0.0,1.0,2.66,0.37,2.08,0.33,1.0,1.0,1,0,1
Aiemann Zahabi,2017-02-19,29,172.72,172.72,61.2,Orthodox,Bantamweight,-275.0,Reginaldo Vieira,2,0.3048,V,U-DEC,10,2025-10-18,2017,1,3,1.0,1.3333,0.256,0.0,1.0,0.0,0.0,2.82,0.4,0.33,0.16,0.0,1.0,1,1,1
Daniel Spitz,2017-03-04,26,200.66,208.28,111.1,Orthodox,Heavyweight,125.0,Mark Godbeer,1,0.2139,D,U-DEC,4,2019-10-18,2017,1,3,1.0,6.0,0.5691,0.0,2.0,0.0,0.0,2.6,0.35,0.74,0.66,0.0,1.038,1,0,1
Andre Soukhamthath,2017-03-04,28,175.26,177.8,61.2,Orthodox,Bantamweight,130.0,Albert Morales,2,0.2139,D,S-DEC,7,2019-08-31,2017,1,3,1.0,3.0,0.4631,0.0,1.0,0.0,0.0,36.3333,0.397,0.0,0.0,0.0,1.014,1,0,1
Davi Ramos,2017-03-11,30,167.64,177.8,70.3,Orthodox,Welterweight,170.0,Sergio Moraes,7,2.2578,D,U-DEC,7,2020-07-18,2017,1,3,2.0,4.6667,1.1959,0.0,0.0,2.0,0.0,32.0,0.407,2.0,0.517,0.6667,1.061,1,0,1
Paulo Costa,2017-03-11,25,185.42,182.88,83.9,Orthodox,Middleweight,-340.0,Garreth McLellan,4,0.3958,V,KO/TKO,11,2025-07-19,2017,1,3,3.0,9.0,2.4265,0.0,3.0,0.0,1.0,38.0,0.583,0.0,0.0,0.0,0.986,1,1,1
Darren Stewart,2017-03-18,26,182.88,187.96,83.9,Orthodox,Light Heavyweight,-210.0,Francimar Barroso,6,0.516,D,U-DEC,12,2021-08-28,2017,0,3,0.0,2.0,0.516,2.0,0.0,2.0,0.0,19.25,0.495,1.5,0.34,0.0,1.028,1,1,0
Desmond Green,2017-04-08,27,177.8,185.42,70.3,Southpaw,Lightweight,170.0,Josh Emmett,2,0.5024,V,S-DEC,7,2019-05-18,2017,1,3,1.0,6.6667,2.2151,0.0,0.0,0.0,0.0,45.6667,0.47,1.6667,0.5,0.0,1.043,1,0,1
Magomed Bibulatov,2017-04-08,28,165.1,165.1,56.7,Orthodox,Flyweight,-640.0,Jenel Lausa,1,0.3003,V,U-DEC,3,2019-02-02,2017,1,3,1.0,4.0,0.6986,1.0,1.0,0.0,0.0,,,,,,1.0,1,0,1
Tom Duquesnoy,2017-04-15,23,170.18,172.72,61.2,Orthodox,Bantamweight,-1000.0,Patrick Williams,2,0.9225,V,KO/TKO,3,2018-03-17,2017,1,3,2.0,1.6667,0.5633,0.0,1.0,0.0,0.0,,,,,,1.015,1,0,1
Rashad Coulter,2017-05-13,35,180.34,193.04,93.0,Orthodox,Heavyweight,-110.0,Chase Sherman,2,0.2139,D,KO/TKO,4,2018-11-24,2017,1,3,0.0,1.3333,0.209,1.0,3.0,0.0,0.0,25.3333,0.49,0.0,0.0,0.0,1.07,1,0,1
Oliver Enkamp,2017-05-28,25,182.88,195.58,77.1,Switch,Welterweight,275.0,Nordine Taleb,6,0.8271,D,U-DEC,2,2018-03-17,2017,1,2,,,,,,,,,,,,,1.069,0,0,1
Marlon Moraes,2017-06-03,29,167.64,170.18,61.2,Orthodox,Bantamweight,-260.0,Raphael Assuncao,10,3.4041,D,S-DEC,11,2022-03-12,2017,1,3,2.0,9.6667,2.3029,0.0,1.0,0.0,2.0,32.0,0.377,0.3333,0.167,0.3333,1.015,1,1,1
Brian Kelleher,2017-06-03,30,167.64,167.64,61.2,Switch,Bantamweight,315.0,Iuri Alcantara,14,1.4649,V,SUB,17,2024-07-20,2017,1,3,2.0,7.6667,0.9052,0.0,1.0,2.0,1.0,30.3333,0.43,0.6667,0.443,0.6667,1.0,1,1,1
